review_id,hotel_id,rating,review_text,publish_decision,rejection_reasons,flags,tags,sentiment,summary,detected_signals,analyzed_at,model_name,prompt_version
R137,HOTEL_001,3,"Rooms were fine but service was slow. Cost was ₹4500. Manager Ravi handled the issue. Worst service, staff is stupid",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT', 'OWNER_MENTIONED']",[],"['SERVICE_STAFF', 'ABUSIVE_CONTENT', 'ROOM_QUALITY', 'OWNER_MENTIONED', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Rooms were fine but service was slow. Cost was ₹4500. Manager Ravi handled the issue. Worst service, staff is stupid","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R138,HOTEL_001,5,Gym and pool were well maintained. Contact: demo@yahoo.com,REJECT,['CONTACT_INFO_MENTIONED'],[],"['AMENITIES', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Contact: demo@yahoo.com,"{'price': False, 'phone': False, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R139,HOTEL_001,5,Gym and pool were well maintained,PUBLISH,[],[],['AMENITIES'],SENTIMENT_NEUTRAL,Gym and pool were well maintained,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R140,HOTEL_001,4,Loved the breakfast buffet and staff behavior. Tariff was 5200 INR. Call me at 9876543210,REJECT,"['PRICE_MENTIONED', 'CONTACT_INFO_MENTIONED']",[],"['SERVICE_STAFF', 'CONTACT_INFO_MENTIONED', 'PRICE_MENTIONED', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior. Tariff was 5200 INR. Call me at 9876543210,"{'price': True, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R141,HOTEL_001,3,Rooms were fine but service was slow. Call me at 9876543210,REJECT,['CONTACT_INFO_MENTIONED'],[],"['ROOM_QUALITY', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Call me at 9876543210,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R142,HOTEL_001,2,"Food theek tha, nothing great. Cost was ₹4500",REJECT,['PRICE_MENTIONED'],[],"['RESTAURANT_FOOD', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,"Food theek tha, nothing great. Cost was ₹4500","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R143,HOTEL_001,2,"Terrible hotel, bathroom smelled bad. I paid 6000 per night. Call me at 9876543210. Worst service, staff is stupid",REJECT,"['PRICE_MENTIONED', 'CONTACT_INFO_MENTIONED', 'ABUSIVE_CONTENT']",[],"['SERVICE_STAFF', 'CONTACT_INFO_MENTIONED', 'ABUSIVE_CONTENT', 'ROOM_QUALITY', 'BATHROOM', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Terrible hotel, bathroom smelled bad. I paid 6000 per night. Call me at 9876543210. Worst service, staff is stupid","{'price': True, 'phone': True, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R144,HOTEL_001,2,"Bad experience, too much noise at night. Check www.fakehotel.com",REJECT,['SPAM_OR_LINK'],[],"['CHECKIN_CHECKOUT', 'SPAM_SUSPECT', 'NOISE']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. Check www.fakehotel.com","{'price': False, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R145,HOTEL_001,2,"Not worth it, rooms were smelly. Price is too high for this hotel",PUBLISH,[],[],['ROOM_QUALITY'],SENTIMENT_NEUTRAL,"Not worth it, rooms were smelly. Price is too high for this hotel","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R146,HOTEL_001,4,"Amazing service, bathroom was spotless",PUBLISH,[],[],"['BATHROOM', 'ROOM_QUALITY']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R147,HOTEL_001,2,"Worst stay ever, very dirty rooms",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R148,HOTEL_001,3,Rooms were fine but service was slow. Cost was ₹4500. This hotel is shit,REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Cost was ₹4500. This hotel is shit,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R149,HOTEL_001,3,"Hotel was okay, nothing special. Contact: demo@yahoo.com. Check www.fakehotel.com. This hotel is shit",REJECT,"['CONTACT_INFO_MENTIONED', 'SPAM_OR_LINK', 'ABUSIVE_CONTENT']",[],"['CHECKIN_CHECKOUT', 'ABUSIVE_CONTENT', 'CONTACT_INFO_MENTIONED', 'SPAM_SUSPECT']",SENTIMENT_NEUTRAL,"Hotel was okay, nothing special. Contact: demo@yahoo.com. Check www.fakehotel.com. This hotel is shit","{'price': False, 'phone': False, 'email': True, 'link': True, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R150,HOTEL_001,3,"Okay experience, food was average. I paid 6000 per night",REJECT,['PRICE_MENTIONED'],[],"['RESTAURANT_FOOD', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Okay experience, food was average. I paid 6000 per night","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R151,HOTEL_001,3,"Average stay, decent location. Price is too high for this hotel",PUBLISH,[],[],['LOCATION'],SENTIMENT_NEUTRAL,"Average stay, decent location. Price is too high for this hotel","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R152,HOTEL_001,3,Rooms were fine but service was slow. Cost was ₹4500,REJECT,['PRICE_MENTIONED'],[],"['ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Cost was ₹4500,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R153,HOTEL_001,5,"Very comfortable rooms, will definitely visit again. Tariff was 5200 INR",REJECT,['PRICE_MENTIONED'],[],"['ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Very comfortable rooms, will definitely visit again. Tariff was 5200 INR","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R154,HOTEL_001,2,"Bad experience, too much noise at night",PUBLISH,[],[],['NOISE'],SENTIMENT_NEGATIVE,"Bad experience, too much noise at night","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R155,HOTEL_001,2,"Worst stay ever, very dirty rooms",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R156,HOTEL_001,2,"Worst stay ever, very dirty rooms",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R157,HOTEL_001,3,Stay was acceptable for one night. Contact: demo@yahoo.com,REJECT,['CONTACT_INFO_MENTIONED'],[],['CONTACT_INFO_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Contact: demo@yahoo.com,"{'price': False, 'phone': False, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R158,HOTEL_001,4,"Very comfortable rooms, will definitely visit again. I paid 6000 per night",REJECT,['PRICE_MENTIONED'],[],"['ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Very comfortable rooms, will definitely visit again. I paid 6000 per night","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R159,HOTEL_001,2,"Bad experience, too much noise at night. Price is too high for this hotel. Call me at 9876543210",REJECT,['CONTACT_INFO_MENTIONED'],[],"['CONTACT_INFO_MENTIONED', 'NOISE']",SENTIMENT_NEGATIVE,"Bad experience, too much noise at night. Price is too high for this hotel. Call me at 9876543210","{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R160,HOTEL_001,5,Loved the breakfast buffet and staff behavior. Cost was ₹4500. Call me at 9876543210,REJECT,"['PRICE_MENTIONED', 'CONTACT_INFO_MENTIONED']",[],"['SERVICE_STAFF', 'CONTACT_INFO_MENTIONED', 'PRICE_MENTIONED', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior. Cost was ₹4500. Call me at 9876543210,"{'price': True, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R161,HOTEL_001,4,"Amazing service, bathroom was spotless. Cost was ₹4500. My number is 9123456789",REJECT,"['PRICE_MENTIONED', 'CONTACT_INFO_MENTIONED']",[],"['BATHROOM', 'ROOM_QUALITY', 'CONTACT_INFO_MENTIONED', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. Cost was ₹4500. My number is 9123456789","{'price': True, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R162,HOTEL_001,5,Gym and pool were well maintained. Call me at 9876543210,REJECT,['CONTACT_INFO_MENTIONED'],[],"['AMENITIES', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Call me at 9876543210,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R163,HOTEL_001,3,Stay was acceptable for one night,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R164,HOTEL_001,4,Room clean tha but staff thoda slow tha,PUBLISH,[],[],"['SERVICE_STAFF', 'ROOM_QUALITY', 'CLEANLINESS']",SENTIMENT_POSITIVE,Room clean tha but staff thoda slow tha,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R165,HOTEL_001,4,"Amazing service, bathroom was spotless. Tariff was 5200 INR",REJECT,['PRICE_MENTIONED'],[],"['BATHROOM', 'ROOM_QUALITY', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. Tariff was 5200 INR","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R166,HOTEL_001,3,"Average stay, decent location. Price is too high for this hotel. Call me at 9876543210",REJECT,['CONTACT_INFO_MENTIONED'],[],"['LOCATION', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,"Average stay, decent location. Price is too high for this hotel. Call me at 9876543210","{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R167,HOTEL_001,3,"Average stay, decent location",PUBLISH,[],[],['LOCATION'],SENTIMENT_NEUTRAL,"Average stay, decent location","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R168,HOTEL_001,3,Stay was acceptable for one night,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R169,HOTEL_001,3,Stay was acceptable for one night. I paid 6000 per night,REJECT,['PRICE_MENTIONED'],[],['PRICE_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. I paid 6000 per night,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R170,HOTEL_001,5,Gym and pool were well maintained. Tariff was 5200 INR,REJECT,['PRICE_MENTIONED'],[],"['AMENITIES', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Tariff was 5200 INR,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R171,HOTEL_001,3,"Average stay, decent location. I paid 6000 per night",REJECT,['PRICE_MENTIONED'],[],"['LOCATION', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Average stay, decent location. I paid 6000 per night","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R172,HOTEL_001,4,Gym and pool were well maintained. Tariff was 5200 INR. Owner Mr Sharma was present,REJECT,"['PRICE_MENTIONED', 'OWNER_MENTIONED']",[],"['AMENITIES', 'OWNER_MENTIONED', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Tariff was 5200 INR. Owner Mr Sharma was present,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R173,HOTEL_001,5,Gym and pool were well maintained,PUBLISH,[],[],['AMENITIES'],SENTIMENT_NEUTRAL,Gym and pool were well maintained,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R174,HOTEL_001,3,"Average stay, decent location",PUBLISH,[],[],['LOCATION'],SENTIMENT_NEUTRAL,"Average stay, decent location","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R175,HOTEL_001,3,"Okay experience, food was average. I paid 6000 per night",REJECT,['PRICE_MENTIONED'],[],"['RESTAURANT_FOOD', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,"Okay experience, food was average. I paid 6000 per night","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R176,HOTEL_001,3,"Okay experience, food was average",PUBLISH,[],[],['RESTAURANT_FOOD'],SENTIMENT_NEUTRAL,"Okay experience, food was average","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R177,HOTEL_001,1,Poor maintenance and rude staff. Manager Ravi handled the issue,REJECT,['OWNER_MENTIONED'],[],"['OWNER_MENTIONED', 'SERVICE_STAFF', 'MAINTENANCE']",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. Manager Ravi handled the issue,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R178,HOTEL_001,2,"Worst stay ever, very dirty rooms. Worst service, staff is stupid",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['SERVICE_STAFF', 'ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms. Worst service, staff is stupid","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R179,HOTEL_001,4,Gym and pool were well maintained. This hotel is shit,REJECT,['ABUSIVE_CONTENT'],[],"['AMENITIES', 'ABUSIVE_CONTENT']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. This hotel is shit,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R180,HOTEL_001,3,Stay was acceptable for one night. Manager Ravi handled the issue,REJECT,['OWNER_MENTIONED'],[],['OWNER_MENTIONED'],SENTIMENT_NEUTRAL,Stay was acceptable for one night. Manager Ravi handled the issue,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R181,HOTEL_001,3,"Food theek tha, nothing great. Tariff was 5200 INR",REJECT,['PRICE_MENTIONED'],[],"['RESTAURANT_FOOD', 'PRICE_MENTIONED']",SENTIMENT_POSITIVE,"Food theek tha, nothing great. Tariff was 5200 INR","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R182,HOTEL_001,5,"Amazing service, bathroom was spotless. This hotel is shit",REJECT,['ABUSIVE_CONTENT'],[],"['BATHROOM', 'ROOM_QUALITY', 'ABUSIVE_CONTENT']",SENTIMENT_POSITIVE,"Amazing service, bathroom was spotless. This hotel is shit","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R183,HOTEL_001,4,Gym and pool were well maintained. Tariff was 5200 INR,REJECT,['PRICE_MENTIONED'],[],"['AMENITIES', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Tariff was 5200 INR,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R184,HOTEL_001,4,"Great stay, rooms were very clean and staff was polite. Price is too high for this hotel",PUBLISH,[],[],"['SERVICE_STAFF', 'ROOM_QUALITY', 'CLEANLINESS']",SENTIMENT_POSITIVE,"Great stay, rooms were very clean and staff was polite. Price is too high for this hotel","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R185,HOTEL_001,3,"Okay experience, food was average",PUBLISH,[],[],['RESTAURANT_FOOD'],SENTIMENT_NEUTRAL,"Okay experience, food was average","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R186,HOTEL_001,4,Overall stay okay tha,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Overall stay okay tha,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R187,HOTEL_001,5,Gym and pool were well maintained,PUBLISH,[],[],['AMENITIES'],SENTIMENT_NEUTRAL,Gym and pool were well maintained,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R188,HOTEL_001,3,"Hotel was okay, nothing special",PUBLISH,[],[],[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R189,HOTEL_001,3,Stay was acceptable for one night,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R190,HOTEL_001,1,"Worst stay ever, very dirty rooms",REJECT,"['PRICE_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ROOM_QUALITY', 'ABUSIVE_CONTENT', 'PRICE_MENTIONED']",SENTIMENT_NEGATIVE,"Worst stay ever, very dirty rooms","{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R191,HOTEL_001,2,Poor maintenance and rude staff. More details at http://spamlink.com,REJECT,['SPAM_OR_LINK'],[],"['SERVICE_STAFF', 'SPAM_SUSPECT', 'MAINTENANCE']",SENTIMENT_NEGATIVE,Poor maintenance and rude staff. More details at http://spamlink.com,"{'price': False, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R192,HOTEL_001,4,"Food theek tha, nothing great",PUBLISH,[],[],['RESTAURANT_FOOD'],SENTIMENT_POSITIVE,"Food theek tha, nothing great","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R193,HOTEL_001,2,AC was not working properly,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,AC was not working properly,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R194,HOTEL_001,5,Gym and pool were well maintained. Cost was ₹4500,REJECT,['PRICE_MENTIONED'],[],"['AMENITIES', 'PRICE_MENTIONED']",SENTIMENT_NEUTRAL,Gym and pool were well maintained. Cost was ₹4500,"{'price': True, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R195,HOTEL_001,3,Stay was acceptable for one night,PUBLISH,[],[],[],SENTIMENT_NEUTRAL,Stay was acceptable for one night,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R196,HOTEL_001,5,Excellent hotel with prime location and good amenities. My number is 9123456789,REJECT,['CONTACT_INFO_MENTIONED'],[],"['LOCATION', 'CONTACT_INFO_MENTIONED']",SENTIMENT_POSITIVE,Excellent hotel with prime location and good amenities. My number is 9123456789,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R197,HOTEL_001,3,Overall stay okay tha. My number is 9123456789. This hotel is shit,REJECT,"['CONTACT_INFO_MENTIONED', 'ABUSIVE_CONTENT']",[],"['ABUSIVE_CONTENT', 'CONTACT_INFO_MENTIONED']",SENTIMENT_NEUTRAL,Overall stay okay tha. My number is 9123456789. This hotel is shit,"{'price': False, 'phone': True, 'email': False, 'link': False, 'abusive': True, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R198,HOTEL_001,5,"Very comfortable rooms, will definitely visit again. Manager Ravi handled the issue",REJECT,['OWNER_MENTIONED'],[],"['OWNER_MENTIONED', 'ROOM_QUALITY']",SENTIMENT_NEUTRAL,"Very comfortable rooms, will definitely visit again. Manager Ravi handled the issue","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R199,HOTEL_001,3,Rooms were fine but service was slow. Owner Mr Sharma was present,REJECT,['OWNER_MENTIONED'],[],"['OWNER_MENTIONED', 'ROOM_QUALITY']",SENTIMENT_NEUTRAL,Rooms were fine but service was slow. Owner Mr Sharma was present,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': True}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R200,HOTEL_001,5,"Great stay, rooms were very clean and staff was polite",PUBLISH,[],[],"['SERVICE_STAFF', 'ROOM_QUALITY', 'CLEANLINESS']",SENTIMENT_POSITIVE,"Great stay, rooms were very clean and staff was polite","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R201,HOTEL_001,3,"Hotel was okay, nothing special",PUBLISH,[],[],[],SENTIMENT_NEUTRAL,"Hotel was okay, nothing special","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R202,HOTEL_001,4,Location achi hai but noise zyada tha,PUBLISH,[],[],"['LOCATION', 'NOISE']",SENTIMENT_NEUTRAL,Location achi hai but noise zyada tha,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R203,HOTEL_001,3,"Average stay, decent location",PUBLISH,[],[],['LOCATION'],SENTIMENT_NEUTRAL,"Average stay, decent location","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R204,HOTEL_001,5,Loved the breakfast buffet and staff behavior,PUBLISH,[],[],"['SERVICE_STAFF', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior,"{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R205,HOTEL_001,4,Loved the breakfast buffet and staff behavior. Contact: demo@yahoo.com,REJECT,['CONTACT_INFO_MENTIONED'],[],"['SERVICE_STAFF', 'CONTACT_INFO_MENTIONED', 'FOOD_BREAKFAST']",SENTIMENT_NEUTRAL,Loved the breakfast buffet and staff behavior. Contact: demo@yahoo.com,"{'price': False, 'phone': False, 'email': True, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R206,HOTEL_001,4,"Very comfortable rooms, will definitely visit again. More details at http://spamlink.com",REJECT,['SPAM_OR_LINK'],[],"['ROOM_QUALITY', 'SPAM_SUSPECT']",SENTIMENT_NEUTRAL,"Very comfortable rooms, will definitely visit again. More details at http://spamlink.com","{'price': False, 'phone': False, 'email': False, 'link': True, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
R207,HOTEL_001,4,"Very comfortable rooms, will definitely visit again",PUBLISH,[],[],['ROOM_QUALITY'],SENTIMENT_NEUTRAL,"Very comfortable rooms, will definitely visit again","{'price': False, 'phone': False, 'email': False, 'link': False, 'abusive': False, 'owner': False}",2026-02-19T09:35:06.035282,mock-llm-v1,v1.0
